   TESTNO,               DATE,     RANK,   CODE,                                             TYPE,   LOAD,SPINDLE,  RFVcw,RFVcw1H,RFVcw2H,RFVcw3H,  LFVcw,LFVcw1H,LFVcw2H,LFVcw3H,  LFDcw,  RFVcc,RFVcc1H,RFVcc2H,RFVcc3H,  LFVcc,LFVcc1H,LFVcc2H,LFVcc3H,  LFDcc,    CON,    PLY,   RROt,   RROc, RROc1H,   RROb,   LROt, LROt1H,   LROb, LROb1H, BULGEt, BULGEb,  DENTt,  DENTb, DRRAvg,RFVcwRANK,RFVcw1HRANK,LFVcwRANK,LFVcw1HRANK,LFDcwRANK,RFVccRANK,RFVcc1HRANK,LFVccRANK,LFVcc1HRANK,LFDccRANK,CONRANK,PLYRANK,RROtRANK,RROcRANK,RROc1HRANK,RRObRANK,LROtRANK,LROt1HRANK,LRObRANK,LROb1HRANK,BULGEtRANK,BULGEbRANK,DENTtRANK,DENTbRANK,DRRAvgRank,CONTEST,LROtTEST,LRObTEST,RROcTEST,
    769,2018/06/28  04:18:22,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.6,    2.1,    0.3,    0.9,    2.3,    1.4,    1.1,    0.6,   13.5,    4.4,    1.3,    0.6,    1.0,    2.5,    1.6,    0.4,    0.7,  -14.5,   -0.5,   14.0,   0.00,   0.30,   0.20,   0.00,   0.00,   0.00,   0.37,   0.35,   0.00,   0.07,   0.00,   0.05, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    770,2018/06/28  04:18:57,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    7.3,    4.6,    2.2,    0.1,    1.8,    1.1,    0.4,    0.2,   15.8,    6.7,    4.3,    1.8,    0.4,    2.7,    1.9,    0.7,    0.5,  -15.2,    0.3,   15.5,   0.00,   0.20,   0.07,   0.00,   0.00,   0.00,   0.65,   0.77,   0.00,   0.14,   0.00,   0.07, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    771,2018/06/28  04:19:24,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    7.3,    5.4,    2.3,    0.7,    2.2,    1.6,    0.4,    0.7,   15.0,    6.5,    5.2,    1.9,    0.4,    3.5,    3.1,    0.2,    0.7,  -15.6,   -0.3,   15.3,   0.00,   0.28,   0.28,   0.00,   0.00,   0.00,   0.57,   0.15,   0.00,   0.27,   0.00,   0.24, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    772,2018/06/28  04:19:50,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    8.6,    6.3,    1.3,    0.6,    1.4,    0.4,    0.6,    0.6,   14.9,    8.0,    5.9,    1.1,    0.4,    2.1,    0.8,    1.0,    0.2,  -16.2,   -0.6,   15.5,   0.00,   0.27,   0.27,   0.00,   0.00,   0.00,   0.45,   0.03,   0.00,   0.23,   0.00,   0.24, 325.81,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    773,2018/06/28  04:20:18,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    9.4,    7.5,    0.4,    0.7,    1.3,    0.2,    0.6,    0.5,   15.6,    9.3,    7.4,    0.6,    1.0,    1.8,    0.7,    0.8,    0.7,  -15.2,    0.2,   15.4,   0.00,   0.17,   0.09,   0.00,   0.00,   0.00,   0.22,   0.20,   0.00,   0.06,   0.00,   0.03, 325.71,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    774,2018/06/28  04:20:45,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    4.0,    1.9,    1.5,    0.7,    2.8,    1.9,    0.3,    0.3,   15.5,    5.4,    3.0,    1.5,    0.7,    1.7,    1.2,    0.7,    0.3,  -15.7,   -0.1,   15.6,   0.00,   0.13,   0.04,   0.00,   0.00,   0.00,   0.49,   0.33,   0.00,   0.21,   0.00,   0.22, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    775,2018/06/28  04:21:12,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.6,    3.4,    0.9,    0.9,    2.6,    2.1,    0.7,    0.6,   15.8,    4.6,    3.8,    0.9,    0.9,    2.5,    1.5,    0.8,    0.4,  -14.0,    0.9,   14.9,   0.00,   0.28,   0.24,   0.00,   0.00,   0.00,   0.54,   0.32,   0.00,   0.19,   0.00,   0.21, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    776,2018/06/28  04:21:53,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    8.1,    5.3,    2.5,    1.7,    2.5,    1.0,    1.4,    0.1,   15.8,    6.9,    4.8,    2.3,    1.4,    2.3,    0.8,    1.9,    0.2,  -15.1,    0.3,   15.5,   0.00,   0.22,   0.15,   0.00,   0.00,   0.00,   0.34,   0.27,   0.00,   0.05,   0.00,   0.10, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    777,2018/06/28  04:22:20,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    5.3,    3.0,    0.8,    0.7,    1.5,    0.6,    0.8,    0.2,   13.8,    3.8,    2.1,    0.9,    0.5,    1.5,    0.6,    0.5,    0.1,  -15.6,   -0.9,   14.7,   0.00,   0.18,   0.16,   0.00,   0.00,   0.00,   0.31,   0.38,   0.00,   0.09,   0.00,   0.05, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    778,2018/06/28  04:22:48,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    3.3,    1.0,    1.1,    0.7,    3.2,    2.1,    0.2,    1.2,   16.2,    3.3,    1.3,    1.1,    0.7,    3.0,    2.1,    0.2,    0.9,  -15.0,    0.6,   15.6,   0.00,   0.14,   0.02,   0.00,   0.00,   0.00,   0.42,   0.08,   0.00,   0.23,   0.00,   0.22, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    779,2018/06/28  04:23:15,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    3.1,    1.3,    1.1,    0.2,    2.4,    1.4,    0.7,    0.4,   14.8,    3.5,    0.4,    1.2,    0.4,    2.6,    1.7,    0.6,    0.6,  -14.8,    0.0,   14.8,   0.00,   0.24,   0.12,   0.00,   0.00,   0.00,   0.34,   0.05,   0.00,   0.18,   0.00,   0.19, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    780,2018/06/28  04:23:41,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    7.3,    6.4,    0.9,    0.7,    2.9,    1.1,    1.6,    0.3,   14.9,    7.4,    6.4,    0.8,    0.5,    2.2,    0.3,    1.6,    0.4,  -15.0,   -0.1,   15.0,   0.00,   0.21,   0.16,   0.00,   0.00,   0.00,   0.36,   0.35,   0.00,   0.06,   0.00,   0.06, 325.29,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    781,2018/06/28  04:24:08,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.7,    1.7,    1.3,    0.6,    1.6,    0.9,    0.8,    0.4,   15.7,    2.9,    0.9,    0.9,    0.8,    1.8,    1.3,    0.3,    0.4,  -15.6,    0.0,   15.7,   0.00,   0.18,   0.09,   0.00,   0.00,   0.00,   0.35,   0.20,   0.00,   0.17,   0.00,   0.19, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    782,2018/06/28  04:24:49,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.0,    3.6,    0.7,    0.1,    1.7,    1.4,    0.2,    0.4,   16.3,    5.2,    3.5,    1.3,    0.2,    1.1,    0.6,    0.2,    0.4,  -15.6,    0.3,   16.0,   0.00,   0.10,   0.03,   0.00,   0.00,   0.00,   0.59,   0.24,   0.00,   0.20,   0.00,   0.18, 325.29,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    783,2018/06/28  04:25:17,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.7,    4.1,    2.0,    1.4,    1.4,    0.8,    0.2,    0.5,   16.2,    6.8,    4.5,    1.9,    1.5,    1.4,    0.8,    0.3,    0.3,  -14.7,    0.7,   15.5,   0.00,   0.26,   0.18,   0.00,   0.00,   0.00,   0.56,   0.24,   0.00,   0.22,   0.00,   0.24, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    784,2018/06/28  04:25:44,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.3,    4.2,    0.7,    0.3,    1.8,    1.4,    0.2,    0.2,   13.7,    6.1,    4.3,    0.5,    0.4,    2.0,    1.2,    0.7,    0.5,  -15.8,   -1.1,   14.8,   0.00,   0.21,   0.16,   0.00,   0.00,   0.00,   0.28,   0.25,   0.00,   0.06,   0.00,   0.05, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    785,2018/06/28  04:26:12,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.5,    1.3,    1.6,    0.8,    2.7,    2.0,    0.8,    0.5,   17.0,    4.8,    2.1,    2.0,    0.6,    2.1,    0.8,    1.1,    0.4,  -14.9,    1.0,   15.9,   0.00,   0.20,   0.03,   0.00,   0.00,   0.00,   0.33,   0.17,   0.00,   0.20,   0.00,   0.20, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    786,2018/06/28  04:26:39,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.6,    4.1,    0.5,    0.7,    2.9,    1.5,    1.4,    0.4,   17.2,    6.5,    4.1,    0.1,    0.3,    2.1,    1.0,    0.9,    0.5,  -16.0,    0.6,   16.6,   0.00,   0.23,   0.20,   0.00,   0.00,   0.00,   0.43,   0.11,   0.00,   0.22,   0.00,   0.22, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    787,2018/06/28  04:27:07,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    5.1,    3.2,    1.1,    1.0,    2.0,    1.3,    0.9,    0.2,   15.7,    4.8,    3.7,    0.9,    0.7,    1.0,    0.3,    0.6,    0.3,  -15.9,   -0.1,   15.8,   0.00,   0.17,   0.13,   0.00,   0.00,   0.00,   0.36,   0.22,   0.00,   0.17,   0.00,   0.15, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    788,2018/06/28  04:29:20,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     60,    5.4,    3.1,    2.2,    1.5,    2.0,    1.1,    0.8,    0.1,   12.8,    5.5,    3.7,    1.4,    1.8,    1.9,    0.2,    1.4,    0.3,  -15.7,   -1.4,   14.3,   0.00,   0.12,   0.03,   0.00,   0.00,   0.00,   0.20,   0.19,   0.00,   0.04,   0.00,   0.04, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    789,2018/06/28  04:29:44,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.7,    3.2,    1.2,    0.8,    1.9,    0.6,    1.1,    0.7,   13.9,    4.6,    2.6,    0.7,    1.0,    2.0,    0.9,    0.3,    0.7,  -14.8,   -0.4,   14.3,   0.00,   0.19,   0.10,   0.00,   0.00,   0.00,   0.36,   0.04,   0.00,   0.18,   0.00,   0.18, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    790,2018/06/28  04:30:11,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    7.1,    2.9,    2.6,    1.2,    2.3,    1.0,    1.2,    0.4,   13.0,    5.7,    1.8,    2.1,    1.3,    3.1,    2.2,    1.0,    0.2,  -15.9,   -1.5,   14.5,   0.00,   0.12,   0.03,   0.00,   0.00,   0.00,   0.41,   0.09,   0.00,   0.20,   0.00,   0.19, 325.19,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    791,2018/06/28  04:30:38,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.3,    0.4,    0.8,    0.5,    1.7,    0.5,    0.7,    0.2,   15.5,    3.3,    0.6,    0.4,    0.4,    1.8,    0.8,    0.2,    0.4,  -14.9,    0.3,   15.2,   0.00,   0.11,   0.04,   0.00,   0.00,   0.00,   0.46,   0.23,   0.00,   0.19,   0.00,   0.18, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    792,2018/06/28  04:31:05,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.8,    5.5,    0.8,    0.3,    2.9,    1.8,    1.3,    1.0,   14.4,    6.4,    4.9,    1.1,    0.2,    2.1,    0.3,    1.2,    0.6,  -15.6,   -0.6,   15.0,   0.00,   0.23,   0.16,   0.00,   0.00,   0.00,   0.32,   0.34,   0.00,   0.04,   0.00,   0.08, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    793,2018/06/28  04:31:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.8,    3.9,    1.8,    1.2,    1.7,    1.0,    0.7,    0.3,   14.5,    4.9,    3.1,    1.5,    1.0,    1.8,    0.9,    0.5,    0.7,  -14.3,    0.1,   14.4,   0.00,   0.23,   0.14,   0.00,   0.00,   0.00,   0.36,   0.02,   0.00,   0.19,   0.00,   0.21, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    794,2018/06/28  04:32:13,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.4,    4.3,    1.4,    0.6,    2.5,    1.7,    0.6,    0.1,   14.6,    5.1,    3.7,    1.3,    0.6,    1.6,    0.6,    0.5,    0.7,  -14.7,   -0.1,   14.6,   0.00,   0.19,   0.19,   0.00,   0.00,   0.00,   0.54,   0.18,   0.00,   0.31,   0.00,   0.27, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    795,2018/06/28  04:32:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.6,    2.6,    1.0,    1.0,    2.3,    1.2,    0.3,    0.6,   14.3,    3.3,    1.0,    1.4,    0.6,    2.6,    1.7,    0.2,    0.5,  -15.4,   -0.5,   14.9,   0.00,   0.22,   0.09,   0.00,   0.00,   0.00,   0.45,   0.33,   0.00,   0.12,   0.00,   0.11, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    796,2018/06/28  04:33:14,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    8.2,    5.3,    1.2,    0.6,    2.2,    1.2,    0.2,    0.7,   14.4,    8.9,    5.9,    1.4,    0.8,    1.8,    1.0,    0.6,    0.2,  -15.2,   -0.4,   14.8,   0.00,   0.19,   0.19,   0.00,   0.00,   0.00,   0.28,   0.23,   0.00,   0.06,   0.00,   0.05, 325.29,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    797,2018/06/28  04:33:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.4,    0.5,    1.2,    1.1,    2.2,    1.9,    0.5,    0.2,   16.2,    3.4,    0.9,    1.1,    1.3,    1.4,    0.4,    0.5,    0.3,  -15.7,    0.3,   16.0,   0.00,   0.11,   0.04,   0.00,   0.00,   0.00,   0.20,   0.14,   0.00,   0.05,   0.00,   0.04, 325.50,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    798,2018/06/28  04:34:15,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.9,    5.6,    1.0,    1.3,    2.6,    1.5,    1.2,    0.9,   15.6,    7.7,    6.4,    1.1,    1.1,    2.6,    1.9,    0.4,    0.3,  -15.1,    0.2,   15.3,   0.00,   0.24,   0.21,   0.00,   0.00,   0.00,   0.44,   0.22,   0.00,   0.24,   0.00,   0.18, 325.29,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    799,2018/06/28  04:34:51,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     60,    5.1,    3.3,    1.4,    1.4,    2.4,    1.8,    1.0,    0.5,   13.2,    5.4,    3.6,    1.7,    1.5,    2.0,    1.5,    0.6,    0.5,  -15.3,   -1.0,   14.3,   0.00,   0.23,   0.09,   0.00,   0.00,   0.00,   0.41,   0.26,   0.00,   0.20,   0.00,   0.24, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    800,2018/06/28  04:35:18,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    6.0,    4.4,    0.8,    0.9,    2.3,    1.9,    0.7,    0.3,   13.6,    5.5,    4.1,    0.8,    0.9,    3.4,    2.6,    1.5,    0.3,  -14.7,   -0.5,   14.1,   0.00,   0.20,   0.10,   0.00,   0.00,   0.00,   0.58,   0.27,   0.00,   0.26,   0.00,   0.24, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    801,2018/06/28  04:35:45,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.3,    3.5,    0.3,    1.0,    2.1,    1.4,    0.1,    0.7,   14.9,    6.0,    3.6,    0.2,    0.9,    3.3,    2.3,    0.3,    0.9,  -13.3,    0.8,   14.1,   0.00,   0.21,   0.16,   0.00,   0.00,   0.00,   0.59,   0.22,   0.00,   0.24,   0.00,   0.19, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    802,2018/06/28  04:36:12,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.1,    4.4,    1.6,    0.5,    3.4,    2.6,    0.7,    0.6,   15.5,    5.1,    3.2,    1.2,    0.7,    2.8,    1.9,    0.6,    0.2,  -15.6,    0.0,   15.5,   0.00,   0.15,   0.02,   0.00,   0.00,   0.00,   0.49,   0.41,   0.00,   0.15,   0.00,   0.10, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    803,2018/06/28  04:36:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    8.6,    5.9,    2.4,    0.3,    2.2,    1.0,    0.9,    0.1,   14.8,    7.5,    5.0,    2.0,    0.4,    2.4,    1.3,    1.5,    0.2,  -13.6,    0.6,   14.2,   0.00,   0.29,   0.18,   0.00,   0.00,   0.00,   0.56,   0.45,   0.00,   0.17,   0.00,   0.08, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    804,2018/06/28  04:37:08,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    3.7,    2.3,    0.6,    0.7,    2.6,    1.6,    1.0,    0.3,   13.5,    4.3,    2.3,    1.0,    0.8,    4.2,    3.4,    0.7,    0.1,  -14.8,   -0.6,   14.1,   0.00,   0.21,   0.15,   0.00,   0.00,   0.00,   0.48,   0.27,   0.00,   0.19,   0.00,   0.18, 325.40,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    805,2018/06/28  04:37:48,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     60,    4.8,    3.2,    0.6,    1.2,    2.3,    1.6,    0.8,    0.3,   14.2,    4.6,    3.0,    0.7,    1.0,    2.5,    2.1,    0.6,    0.4,  -14.2,    0.0,   14.2,   0.00,   0.16,   0.08,   0.00,   0.00,   0.00,   0.44,   0.24,   0.00,   0.12,   0.00,   0.21, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    806,2018/06/28  04:38:16,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,    9.0,    7.8,    1.0,    0.6,    1.7,    0.9,    0.7,    0.4,   14.8,    8.5,    7.3,    1.0,    0.5,    1.3,    0.4,    0.5,    0.5,  -15.0,   -0.1,   14.9,   0.00,   0.27,   0.32,   0.00,   0.00,   0.00,   0.47,   0.35,   0.00,   0.20,   0.00,   0.16, 325.81,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    807,2018/06/28  04:38:42,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.1,    2.0,    1.5,    0.3,    2.7,    1.5,    0.6,    0.9,   14.0,    4.8,    2.2,    1.1,    0.3,    2.1,    0.5,    1.2,    0.6,  -14.7,   -0.4,   14.3,   0.00,   0.15,   0.13,   0.00,   0.00,   0.00,   0.59,   0.45,   0.00,   0.20,   0.00,   0.23, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    808,2018/06/28  04:39:10,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.6,    3.1,    1.1,    0.9,    2.1,    1.9,    0.4,    0.1,   15.2,    5.3,    4.0,    0.7,    0.7,    1.1,    0.7,    0.2,    0.2,  -14.6,    0.3,   14.9,   0.00,   0.19,   0.17,   0.00,   0.00,   0.00,   0.30,   0.20,   0.00,   0.07,   0.00,   0.08, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    809,2018/06/28  04:39:37,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    7.6,    4.8,    1.6,    0.8,    3.2,    2.4,    0.5,    0.4,   15.2,    6.8,    3.9,    1.3,    0.9,    3.2,    2.5,    0.9,    0.3,  -14.2,    0.5,   14.7,   0.00,   0.29,   0.16,   0.00,   0.00,   0.00,   0.47,   0.11,   0.00,   0.27,   0.00,   0.29, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    810,2018/06/28  04:40:05,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.8,     59,    7.2,    4.2,    1.7,    1.3,    2.5,    1.5,    1.0,    0.4,   15.0,    6.8,    3.9,    1.7,    1.0,    1.6,    0.3,    0.7,    0.5,  -14.6,    0.2,   14.8,   0.00,   0.24,   0.17,   0.00,   0.00,   0.00,   0.55,   0.17,   0.00,   0.14,   0.00,   0.16, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    811,2018/06/28  05:08:47,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  409.5,     59,    5.7,    3.0,    0.8,    1.6,    2.7,    1.5,    0.8,    0.7,   13.8,    5.1,    1.9,    0.7,    1.4,    2.7,    2.0,    0.3,    0.6,  -13.8,    0.0,   13.8,   0.00,   0.14,   0.08,   0.00,   0.00,   0.00,   0.41,   0.14,   0.00,   0.21,   0.00,   0.19, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
